cid,compound,aveaffinty
160355,CHEMBL14762,1400.0
5329102,CHEMBL535,110.0
5330790,CHEMBL191003,740.0
9915743,CHEMBL180022,6600.0
10138259,CHEMBL1721885,790.0
10427712,CHEMBL230011,2400.0
11314340,CHEMBL379218,380.0
11364421,CHEMBL513909,5700.0
11409972,CHEMBL574738,950.0
11427553,CHEMBL1908397,580.0
24180719,CHEMBL1230020,4100.0
24905147,CHEMBL1241674,3000.0
44299148,CHEMBL162,1090.0
66575095,CHEMBL2203563,227.0
71450358,CHEMBL2203560,1070.0
71452173,CHEMBL2203552,348.0
71452175,CHEMBL2203561,584.0
71452176,CHEMBL2203565,65.5
71461150,CHEMBL2203564,537.0
71462889,CHEMBL2203562,394.0
